objective,max_depth,colsample_bytree,fold_0_train_mse,fold_0_val_mse,fold_1_train_mse,fold_1_val_mse,fold_2_train_mse,fold_2_val_mse,fold_3_train_mse,fold_3_val_mse,fold_4_train_mse,fold_4_val_mse,train_mse_mean,train_mse_std,val_mse_mean,val_mse_std
reg:squarederror,8,0.8,0.0004329565489884934,0.5036100663556162,0.0004163504149880061,0.4860066314028401,0.0005014864835830111,0.48595400787356896,0.0005427204371289811,0.5253058404755385,0.00045560701791347546,0.4888630730671558,0.0004698241805203934,4.634039108671903e-05,0.4979479238349439,0.015162443466332548
reg:squarederror,8,0.9,0.00043323343932368105,0.5053514671004298,0.0004111005949417486,0.478102052902032,0.0004994269871460879,0.48528958783237647,0.0005355135273482057,0.5200016888023555,0.00044827036531221,0.49845901791489067,0.00046550898281438673,4.549773749350394e-05,0.4974407629104169,0.014793567667761331
reg:squarederror,8,1.0,0.00042276797075080694,0.5096061105449244,0.0004094489884615641,0.4819801760926739,0.0005000894851572061,0.4875069788352386,0.0005392821605030389,0.5192118746486889,0.0004538156079444365,0.49987389940393906,0.00046508084256341047,4.8463653314824325e-05,0.499635807905093,0.013722360152268447
reg:squarederror,10,0.8,0.000390718069556377,0.5103642606159333,0.00037207963719564487,0.47067283212094274,0.0004634858466579822,0.47775901893628286,0.0004983402342055051,0.5173719515908827,0.0004118981754611987,0.4916508384688385,0.0004273043926153416,4.6863360059226177e-05,0.49356378034657594,0.01803624404254839
reg:squarederror,10,0.9,0.00039068583001168063,0.5016256774002203,0.000372019286121052,0.4891945828706051,0.00046480156269935693,0.48978195938307273,0.0004982367644556679,0.5123187149233839,0.00041215720725295435,0.49949795963472865,0.0004275801301081423,4.7040107004608126e-05,0.4984837788424022,0.008535998703106852
reg:squarederror,10,1.0,0.0003901302025297394,0.5070573995895616,0.00037205791368325364,0.4953758430565146,0.0004632277272847087,0.48646909776316266,0.0004978163920222904,0.5063641479652801,0.0004114820939251481,0.5107078746855124,0.00042694286588902805,4.678934388302432e-05,0.5011948726120063,0.00896992071935511
reg:squarederror,12,0.8,0.00038835638160530895,0.5093647236756443,0.0003712591926683155,0.4820191906166213,0.0004621663778471706,0.4863549168446062,0.0004975379022434418,0.512141557017883,0.00041085843005825924,0.4879991038725735,0.00042603565688449917,4.705005232808958e-05,0.4955758984054657,0.012575940442019937
reg:squarederror,12,0.9,0.0003879571022013023,0.5138495227417958,0.00037092400787412314,0.4899519400041133,0.0004624141548957836,0.49344570480867544,0.0004974363968079166,0.5064009401600463,0.0004113424144860266,0.4926899938943954,0.00042601481525303045,4.716910040033597e-05,0.4992676203218053,0.009246165686843243
reg:squarederror,12,1.0,0.00038792627494900006,0.5166114731942626,0.00037081783679206534,0.4877522918980492,0.00046200688481972443,0.49283626252267254,0.0004969803074367339,0.5179488826634758,0.00041043600159261214,0.49899449463296286,0.0004256334611180272,4.705517137672675e-05,0.5028286809822846,0.01233233781155084
reg:linear,8,0.8,0.0004329565489884934,0.5036100663556162,0.0004163504149880061,0.4860066314028401,0.0005014864835830111,0.48595400787356896,0.0005427204371289811,0.5253058404755385,0.00045560701791347546,0.4888630730671558,0.0004698241805203934,4.634039108671903e-05,0.4979479238349439,0.015162443466332548
reg:linear,8,0.9,0.00043323343932368105,0.5053514671004298,0.0004111005949417486,0.478102052902032,0.0004994269871460879,0.48528958783237647,0.0005355135273482057,0.5200016888023555,0.00044827036531221,0.49845901791489067,0.00046550898281438673,4.549773749350394e-05,0.4974407629104169,0.014793567667761331
reg:linear,8,1.0,0.00042276797075080694,0.5096061105449244,0.0004094489884615641,0.4819801760926739,0.0005000894851572061,0.4875069788352386,0.0005392821605030389,0.5192118746486889,0.0004538156079444365,0.49987389940393906,0.00046508084256341047,4.8463653314824325e-05,0.499635807905093,0.013722360152268447
reg:linear,10,0.8,0.000390718069556377,0.5103642606159333,0.00037207963719564487,0.47067283212094274,0.0004634858466579822,0.47775901893628286,0.0004983402342055051,0.5173719515908827,0.0004118981754611987,0.4916508384688385,0.0004273043926153416,4.6863360059226177e-05,0.49356378034657594,0.01803624404254839
reg:linear,10,0.9,0.00039068583001168063,0.5016256774002203,0.000372019286121052,0.4891945828706051,0.00046480156269935693,0.48978195938307273,0.0004982367644556679,0.5123187149233839,0.00041215720725295435,0.49949795963472865,0.0004275801301081423,4.7040107004608126e-05,0.4984837788424022,0.008535998703106852
reg:linear,10,1.0,0.0003901302025297394,0.5070573995895616,0.00037205791368325364,0.4953758430565146,0.0004632277272847087,0.48646909776316266,0.0004978163920222904,0.5063641479652801,0.0004114820939251481,0.5107078746855124,0.00042694286588902805,4.678934388302432e-05,0.5011948726120063,0.00896992071935511
reg:linear,12,0.8,0.00038835638160530895,0.5093647236756443,0.0003712591926683155,0.4820191906166213,0.0004621663778471706,0.4863549168446062,0.0004975379022434418,0.512141557017883,0.00041085843005825924,0.4879991038725735,0.00042603565688449917,4.705005232808958e-05,0.4955758984054657,0.012575940442019937
reg:linear,12,0.9,0.0003879571022013023,0.5138495227417958,0.00037092400787412314,0.4899519400041133,0.0004624141548957836,0.49344570480867544,0.0004974363968079166,0.5064009401600463,0.0004113424144860266,0.4926899938943954,0.00042601481525303045,4.716910040033597e-05,0.4992676203218053,0.009246165686843243
reg:linear,12,1.0,0.00038792627494900006,0.5166114731942626,0.00037081783679206534,0.4877522918980492,0.00046200688481972443,0.49283626252267254,0.0004969803074367339,0.5179488826634758,0.00041043600159261214,0.49899449463296286,0.0004256334611180272,4.705517137672675e-05,0.5028286809822846,0.01233233781155084
