n_estimators,learning_rate,fold_0_train_mse,fold_0_val_mse,fold_1_train_mse,fold_1_val_mse,fold_2_train_mse,fold_2_val_mse,fold_3_train_mse,fold_3_val_mse,fold_4_train_mse,fold_4_val_mse,train_mse_mean,train_mse_std,val_mse_mean,val_mse_std
1750,0.01,0.6489181904450995,0.7147774328105344,0.6549927904755237,0.7085642218855316,0.654801013370926,0.6710202227591149,0.6444450737846198,0.7523413971924618,0.6441432820294207,0.7190918197561751,0.6494600700211179,0.004750762607584414,0.7131590188807635,0.025960995582009837
1750,0.05,0.4440161223533498,0.6224033171085975,0.452367480326283,0.5948436974411155,0.44656847462184374,0.5849154785357336,0.4366615901187327,0.6394903191575447,0.44337720647704393,0.6185768205809645,0.44459817477945063,0.005080612460086472,0.6120459265647912,0.019672827439864538
1750,0.1,0.3417982463936906,0.612064673808335,0.3489657518474813,0.580794870078536,0.3464507590245112,0.5681375396007112,0.33707701330012413,0.6193465642533966,0.341447560192597,0.6108308355213669,0.34314786615168086,0.0041551092281599845,0.5982348966524691,0.020028121976173714
1750,0.2,0.2240716883580212,0.6130786819246807,0.22688108610139665,0.5815852142802695,0.22486452132317009,0.5780032525719144,0.22120639901803812,0.6207415754423614,0.22081902742364612,0.6129383932187253,0.22356854444485444,0.0022823328837028325,0.6012694234875904,0.017796465617446893
2000,0.01,0.6296072365225975,0.7004048338971608,0.6359205723156011,0.6941631888044996,0.6362013977769366,0.6593933047384822,0.6240946294789314,0.7347855942749808,0.6254937835516396,0.706097305688991,0.6302635239291413,0.005069456330725561,0.6989688454808229,0.02418691490452828
2000,0.05,0.42616717789049374,0.6182138443643247,0.4342740638411796,0.5888798838716294,0.4293203917358024,0.5820567380029532,0.41865599867828684,0.6347557644988135,0.4257960574841555,0.6146773069604828,0.4268427379259837,0.005097803332373825,0.6077167075396408,0.01950902555013161
2000,0.1,0.3203424595143068,0.6120081812234803,0.32715907666657645,0.5788387056314713,0.32557396216969964,0.5671477116249819,0.31561799798690077,0.6193927870130543,0.3213125225969593,0.6087962890803138,0.32200120378688857,0.0040826287054580345,0.5972367349146603,0.02042814904577343
2000,0.2,0.20217688740556797,0.6154794774940423,0.20433495109557284,0.5815022032487345,0.20200382635530512,0.5783587037381678,0.19834694387594365,0.6218334390093426,0.1984712025854923,0.6151705949922673,0.20106676226357637,0.0023205976509803094,0.602468883696511,0.018582236086605343
2250,0.01,0.6144278382471778,0.6910673342844684,0.6202312526918232,0.6830810290160414,0.6205994952425905,0.6499084474652852,0.6082364179331031,0.7219475182949348,0.6102705702915788,0.6950332694495845,0.6147531148812546,0.005036993293665385,0.6882075197020627,0.023178683073290886
2250,0.05,0.4086959685928917,0.6154167640961797,0.41680344479071246,0.5849970778726665,0.4128652595990485,0.5799168560278851,0.4035323909679962,0.6304619037067991,0.4099984879238525,0.6119142448914122,0.4103791103749003,0.004411539799126452,0.6045413693189885,0.019146036622122994
2250,0.1,0.30170172303427756,0.6095486356936458,0.3073487116815095,0.5759898260840164,0.30686866277815184,0.5662722273272837,0.29693855513638234,0.6184206582811141,0.3011688335838373,0.6093444564072235,0.30280529724283173,0.0038850510040357162,0.5959151607586566,0.02072890495644266
2250,0.2,0.18275471376398275,0.616215177800073,0.18347431905605688,0.5832048562546249,0.18269948318317109,0.5793623547472453,0.17840776468711272,0.6218226364615645,0.1781923157527202,0.6186465461327293,0.18110571928860872,0.002308090560807406,0.6038503142792474,0.018551106655200197
