n_estimators,learning_rate,fold_0_train_mse,fold_0_val_mse,fold_1_train_mse,fold_1_val_mse,fold_2_train_mse,fold_2_val_mse,fold_3_train_mse,fold_3_val_mse,fold_4_train_mse,fold_4_val_mse,train_mse_mean,train_mse_std,val_mse_mean,val_mse_std
1750,0.01,0.4254085548901701,0.43403242732937064,0.4273568424168781,0.4370638951323458,0.4261040564626359,0.45157961310588535,0.4259067607789994,0.44366760491518525,0.42873836703873963,0.4267687602398621,0.4267029163174846,0.0012032079831729278,0.4386224601445298,0.008453981620422392
1750,0.05,0.293218501704619,0.3265877405010256,0.29084587914919197,0.3229033459136397,0.29027613811510267,0.3330238262889235,0.28885624417504224,0.329317791034026,0.2920831562376178,0.3112161299550485,0.29105598387631476,0.0014981805350860018,0.32460976673853265,0.007472290805490883
1750,0.1,0.23896098359581378,0.29275846575655007,0.2375109061266521,0.29124037801975317,0.23643278491870381,0.2959443554125221,0.23626638924649493,0.29479917585280013,0.23867914737765142,0.2780490138282207,0.2375700422530632,0.0011100625643535808,0.29055827777396925,0.006461931928021932
1750,0.2,0.1857932050178447,0.26912019355648925,0.18582327461790663,0.2668994718743431,0.18661630034354187,0.27307655053449803,0.18524379247832465,0.2718259790701595,0.18696588080934673,0.25725494116671244,0.18608849065339292,0.0006195877199854183,0.2676354272404404,0.005615464357997821
2000,0.01,0.4135792887933136,0.4239547921052132,0.41561833456923564,0.42608032389506423,0.4146433959870491,0.44119282966149553,0.4141885945510511,0.43267095328982547,0.41819882236319283,0.41686675466603246,0.41524568725276845,0.0016196886476944107,0.4281531307235261,0.008243170857706959
2000,0.05,0.28239798357330625,0.31866877660447973,0.28021972873696155,0.3160608714338846,0.28012321371363985,0.3252136796093739,0.27886471443499505,0.3220892131517521,0.2821676329038213,0.3045766530113163,0.28075465467254473,0.0013381909356135334,0.31732183876216136,0.007083121494169821
2000,0.1,0.22901086771296733,0.2876435413742321,0.22765181368330967,0.2862329777346963,0.22692828697664158,0.2908971805855237,0.22594097848803624,0.28915177631032696,0.2286057949499042,0.2728609502376232,0.22762754836217183,0.0011139669693613623,0.2853572852484804,0.006438024477591795
2000,0.2,0.17603709706036097,0.26482630056089995,0.17606327041026165,0.26300808723260904,0.17645268193303967,0.2682063895749301,0.17515566701365864,0.2685789724244853,0.17698521730937336,0.2540973720241461,0.17613878674533887,0.0005995903275248636,0.26374342436341414,0.005254716944175982
2250,0.01,0.4031997415324305,0.4151971612559413,0.4047891418739182,0.4161350852961033,0.40450730133503393,0.43188548660968723,0.4038393396293283,0.4231642688462651,0.4084954916009419,0.4078347150854529,0.4049662031943305,0.0018486766392090141,0.41884334341868995,0.008131261891822145
2250,0.05,0.27308791918628883,0.31236098592339434,0.2710563289092297,0.31025327592807056,0.27098137699350494,0.3189316433754356,0.2695557116832866,0.31528005201961923,0.27326246882270416,0.2985439318744974,0.2715887611190029,0.0014024594061943178,0.31107397782420343,0.006910368456222969
2250,0.1,0.2198707032853568,0.28319390244488657,0.21889445577027522,0.2814822859551291,0.2183310809933917,0.2855942188709191,0.21705366722262476,0.2843111883602897,0.21972940007715155,0.2684614703076425,0.21877586146976,0.0010281791460737112,0.2806086131877734,0.0062219841165600445
2250,0.2,0.16721298004013296,0.26174405271839696,0.16717512455216318,0.2599307826732462,0.16765035711121223,0.2646773562229099,0.16628489951032246,0.26561616069435595,0.1678745566775116,0.2511119812054798,0.16723958357826849,0.0005455657826526958,0.26061606670287774,0.005168454706843518
