n_estimators,learning_rate,fold_0_train_mse,fold_0_val_mse,fold_1_train_mse,fold_1_val_mse,fold_2_train_mse,fold_2_val_mse,fold_3_train_mse,fold_3_val_mse,fold_4_train_mse,fold_4_val_mse,train_mse_mean,train_mse_std,val_mse_mean,val_mse_std
1750,0.01,0.9837747772934825,1.019397077911596,0.9828075151283284,1.0204293740135308,0.9997391011542434,0.9549583207632225,0.9707659133029544,1.0722153329615562,0.9870721575601715,1.0076365961639266,0.984831892887836,0.009276971752414468,1.0149273403627666,0.03736737423676423
1750,0.05,0.9679482772754956,1.0229348605568915,0.9686241743639998,1.01556309969472,0.9843439863821533,0.9512043800853941,0.9552220476315577,1.070082170351404,0.9717850161005505,1.0032605163970094,0.9695847003507515,0.009301227847334613,1.0126090054170838,0.03814822906511042
1750,0.1,0.96794144761292,1.0231428826252307,0.9686016611277816,1.016233383301067,0.9843230674329198,0.9520507096823981,0.9552087832556397,1.0703845479127723,0.9717543812276304,1.0034967002021526,0.9695658681313784,0.00929794433295464,1.0130616447447243,0.037977437700741225
1750,0.2,0.9679414455778639,1.0231494309334606,0.9686016558856757,1.016236407000388,0.9843230050985036,0.9520715618809671,0.9552087799829285,1.0703847680392433,0.9717543093713557,1.0034980632460617,0.9695658391832656,0.009297922354081313,1.0130680462200243,0.037971134046070776
2000,0.01,0.979543262055199,1.0183268458129242,0.9790095648693193,1.0176054456392272,0.9959563229640523,0.9525407138252552,0.9663507592953126,1.069779507745006,0.9832433913666956,1.0054168493445992,0.9808206601101158,0.00947890033834967,1.0127338724734023,0.03737906701600745
2000,0.05,0.9679434470015229,1.0230422779544808,0.968610914865276,1.0158030141362713,0.9843319684965921,0.9515036365423992,0.9552141815628243,1.0701909916561154,0.9717671499254572,1.0033412893259541,0.9695735323703346,0.009299442577431935,1.0127762419230442,0.03809030541589894
2000,0.1,0.96794144761292,1.0231428826252307,0.9686016611277816,1.016233383301067,0.9843230085320136,0.9520721254919727,0.9552087832556397,1.0703845479127723,0.9717543119147112,1.0035010222877812,0.9695658424886133,0.009297922373189802,1.0130667923237646,0.03797033931437711
2000,0.2,0.9679414455778639,1.0231494309334606,0.9686016558856757,1.016236407000388,0.984323005100869,0.9520715618809671,0.9552087799829285,1.0703847680392433,0.9717543093713557,1.0034980632460617,0.9695658391837385,0.009297922354832172,1.0130680462200243,0.037971134046070776
2250,0.01,0.976541252196383,1.0176405973046843,0.9763995707175883,1.0157408474997744,0.993280026476894,0.9510074441403726,0.9630216389694742,1.068501480571728,0.9803006965581625,1.0039285556549005,0.9779086369837005,0.009672345072286403,1.0113637850342918,0.03747384106669711
2250,0.05,0.9679420516117783,1.023097283402275,0.9686053480535094,1.0159941076499444,0.9843266567325283,0.9517190944951321,0.9552111389622142,1.070257382169113,0.9717596886855147,1.0034016297601234,0.9695689768091089,0.00929850857784806,1.0128938994953176,0.03804405191290223
2250,0.1,0.96794144761292,1.0231428826252307,0.9686016611277816,1.016233383301067,0.9843230085320136,0.9520721254919727,0.9552087832556397,1.0703845479127723,0.9717543119147112,1.0035010222877812,0.9695658424886133,0.009297922373189802,1.0130667923237646,0.03797033931437711
2250,0.2,0.9679414455778639,1.0231494309334606,0.9686016558856757,1.016236407000388,0.9843230051037866,0.9520715618809671,0.9552087799829285,1.0703847680392433,0.9717543093713557,1.0034980632460617,0.969565839184322,0.009297922355758291,1.0130680462200243,0.037971134046070776
