objective,max_depth,colsample_bytree,fold_0_train_mse,fold_0_val_mse,fold_1_train_mse,fold_1_val_mse,fold_2_train_mse,fold_2_val_mse,fold_3_train_mse,fold_3_val_mse,fold_4_train_mse,fold_4_val_mse,train_mse_mean,train_mse_std,val_mse_mean,val_mse_std
reg:squarederror,8,0.8,3.53713105603587e-05,0.21303149713634184,3.822699923786048e-05,0.2155489876877412,3.570728204798447e-05,0.21905951850837663,3.96804978788516e-05,0.2259645745555978,3.507673286010532e-05,0.21244442994718457,3.681256451703212e-05,1.8186611115060485e-06,0.21720980156704842,0.004959693542484975
reg:squarederror,8,0.9,3.357696282685902e-05,0.21747989055009825,3.39656274126402e-05,0.21519308789500455,3.297808039622914e-05,0.21901498854609153,3.626932021445512e-05,0.22297245547065073,3.5484846425993715e-05,0.20863359190759245,3.4454967455235436e-05,1.2283377238443831e-06,0.21665880287388753,0.004746374120513551
reg:squarederror,8,1.0,3.060027130271049e-05,0.21454851594763144,3.1327953730702344e-05,0.21513810140765413,2.9023205347881995e-05,0.22215047561223927,3.3991657671493166e-05,0.22321751947888482,3.097060582895675e-05,0.20907864987526553,3.118273877634895e-05,1.6099047249044504e-06,0.21682665246433502,0.005239445178409749
reg:squarederror,10,0.8,3.523798119576835e-06,0.2166347900845651,4.51799668457914e-06,0.2132771634192766,3.7778345682458785e-06,0.22239315098109136,5.147170001036493e-06,0.22720556187404567,3.92910210727945e-06,0.21435911358952783,4.179180296143559e-06,5.839424466606018e-07,0.21877395598970129,0.005262549627793665
reg:squarederror,10,0.9,3.9771437675037945e-06,0.21799226582342535,3.615384984140491e-06,0.21315907254665695,4.249810617233075e-06,0.22189262260892592,4.572085025280609e-06,0.22517897212549456,3.839083980069108e-06,0.21247739296788729,4.050701674845416e-06,3.320175913203891e-07,0.21814006521447799,0.004909702375700056
reg:squarederror,10,1.0,4.114360773537448e-06,0.22119230424963787,4.087428688946155e-06,0.2114663146824739,3.7169778636496895e-06,0.22394582348132103,4.012245532898257e-06,0.2254354817329419,3.7791580550396595e-06,0.21201907473103807,3.942034182814242e-06,1.6306111109580084e-07,0.21881179977548254,0.005932881735180519
reg:squarederror,12,0.8,2.9816149224331173e-06,0.22125361635463378,3.4588752480883477e-06,0.21894433644235972,3.0077298098601163e-06,0.22696364543316724,3.889568098602802e-06,0.2280009661620879,2.915038623372569e-06,0.2164266847049559,3.2505653404713907e-06,3.72987705611933e-07,0.22231784981944092,0.004496670769083864
reg:squarederror,12,0.9,3.4747476960733935e-06,0.22229613359041356,3.1159702727418984e-06,0.2185245703570948,2.939263788898252e-06,0.2248574688009463,3.9133303808675955e-06,0.22727092957605852,3.361693919504469e-06,0.213593616297521,3.361001211617122e-06,3.334393103708453e-07,0.22130854372440684,0.004824745815031585
reg:squarederror,12,1.0,2.8089150522922364e-06,0.22003631766665963,3.0462406471824648e-06,0.22055800530257322,2.9715075713924523e-06,0.22380378043614246,3.0686993258927286e-06,0.2299288767889315,3.050885796185983e-06,0.2107156718258283,2.9892496785891734e-06,9.611928813688172e-08,0.22100853040402701,0.006236619445713495
reg:linear,8,0.8,3.53713105603587e-05,0.21303149713634184,3.822699923786048e-05,0.2155489876877412,3.570728204798447e-05,0.21905951850837663,3.96804978788516e-05,0.2259645745555978,3.507673286010532e-05,0.21244442994718457,3.681256451703212e-05,1.8186611115060485e-06,0.21720980156704842,0.004959693542484975
reg:linear,8,0.9,3.357696282685902e-05,0.21747989055009825,3.39656274126402e-05,0.21519308789500455,3.297808039622914e-05,0.21901498854609153,3.626932021445512e-05,0.22297245547065073,3.5484846425993715e-05,0.20863359190759245,3.4454967455235436e-05,1.2283377238443831e-06,0.21665880287388753,0.004746374120513551
reg:linear,8,1.0,3.060027130271049e-05,0.21454851594763144,3.1327953730702344e-05,0.21513810140765413,2.9023205347881995e-05,0.22215047561223927,3.3991657671493166e-05,0.22321751947888482,3.097060582895675e-05,0.20907864987526553,3.118273877634895e-05,1.6099047249044504e-06,0.21682665246433502,0.005239445178409749
reg:linear,10,0.8,3.523798119576835e-06,0.2166347900845651,4.51799668457914e-06,0.2132771634192766,3.7778345682458785e-06,0.22239315098109136,5.147170001036493e-06,0.22720556187404567,3.92910210727945e-06,0.21435911358952783,4.179180296143559e-06,5.839424466606018e-07,0.21877395598970129,0.005262549627793665
reg:linear,10,0.9,3.9771437675037945e-06,0.21799226582342535,3.615384984140491e-06,0.21315907254665695,4.249810617233075e-06,0.22189262260892592,4.572085025280609e-06,0.22517897212549456,3.839083980069108e-06,0.21247739296788729,4.050701674845416e-06,3.320175913203891e-07,0.21814006521447799,0.004909702375700056
