n_estimators,learning_rate,fold_0_train_mse,fold_0_val_mse,fold_1_train_mse,fold_1_val_mse,fold_2_train_mse,fold_2_val_mse,fold_3_train_mse,fold_3_val_mse,fold_4_train_mse,fold_4_val_mse,train_mse_mean,train_mse_std,val_mse_mean,val_mse_std
1750,0.01,0.4429253692568417,0.44551553984613135,0.4421921364540119,0.45190751014430547,0.4400089637924034,0.46581454803713,0.44065158228078705,0.46277152301491237,0.4439985034832263,0.43981405946957564,0.44195531105345404,0.0014601171779461233,0.453164636102411,0.009905952591723024
1750,0.05,0.3184328159425361,0.3539104527718278,0.31883009295927717,0.3504544983721441,0.3168572831277565,0.36234049259163126,0.31644535101677645,0.36011245519751334,0.32187389641621034,0.33678508546339553,0.31848788789251137,0.0019191675141860076,0.35272059687930246,0.009029656100740583
1750,0.1,0.2636479361488624,0.321905540359055,0.26496554897533997,0.31987891830533144,0.2629445756494702,0.3307592399494811,0.2620922663300167,0.330807529723827,0.26724843803734,0.30515960989901764,0.26417975302820584,0.0018000220010337955,0.32170216764734244,0.009401701896036951
1750,0.2,0.20560107469989755,0.2978748465509334,0.2065176481853206,0.297365343345381,0.20608002056682753,0.307491261789976,0.2049552836133313,0.3073381609566363,0.2093515624520239,0.28257922260886426,0.20650111790348014,0.001516727514248472,0.29852976705035816,0.009100558912305413
2000,0.01,0.43128907897589025,0.4371114384959738,0.4318659229826136,0.4426054530852365,0.4295342050467801,0.4564934572608095,0.43020383090755443,0.4529823145249295,0.4338980176436826,0.43041371621807056,0.4313582111113042,0.0015081617682833229,0.44392127591700403,0.00970279968711672
2000,0.05,0.3083233822860004,0.34736493159595566,0.3089998457682587,0.3442691548166846,0.30678479715768353,0.35561665022057215,0.30640658996283654,0.3533870859760778,0.3112989158366525,0.32939424104243464,0.30836270620228634,0.0017518566099508596,0.34600641273034494,0.009248339190733111
2000,0.1,0.25245314756158077,0.3161514956460857,0.25415772330406916,0.3145869679632182,0.2519878799721608,0.3254562942642402,0.25152120240923254,0.3260542194531433,0.2563934561033555,0.2999861793930475,0.25330268187007976,0.0017837075352438564,0.31644703134394697,0.009465428736311135
2000,0.2,0.19416632914035234,0.2939715297318588,0.1953560044179182,0.29365362517133786,0.19471274916435088,0.3028593517653985,0.1940393768192827,0.30453136055273944,0.19804329140114801,0.279104745267403,0.19526355018861047,0.001465700189563605,0.2948241224977475,0.00903317418148738
2250,0.01,0.42113284622057795,0.4299084129544631,0.42306334033840737,0.43474853833085164,0.4202268807928386,0.4483620730357713,0.4216282813643998,0.4450325447162548,0.4247716418031822,0.42179557572079807,0.42216459810388124,0.00159444726632449,0.43596942895162777,0.009745176232312846
2250,0.05,0.2989780261519858,0.34148247180951824,0.3001214239111396,0.3389535761827852,0.2975219565128064,0.3496135168082826,0.2976780075059276,0.3481547889540868,0.3025335721823252,0.3238105644121591,0.29936659725283693,0.001844153777842613,0.3404029836333664,0.009203247898314188
2250,0.1,0.24288444562129247,0.31161659798012303,0.24456191288466797,0.310093650108608,0.24239379603107863,0.3206735530030551,0.24202416430846282,0.32191805487888153,0.24668955848626892,0.29560869570647985,0.24371077546635417,0.001723919732950943,0.31198211033542955,0.009445133747457977
2250,0.2,0.18434394394119222,0.2912863797045182,0.18568006232236883,0.29053963896138124,0.18460360817621058,0.2995657308512338,0.18446488766738803,0.30184871837005645,0.1880147987445194,0.27536843035078473,0.1854214601703358,0.0013811034787547909,0.29172177964759494,0.009307002968834526
