objective,max_depth,colsample_bytree,fold_0_train_mse,fold_0_val_mse,fold_1_train_mse,fold_1_val_mse,fold_2_train_mse,fold_2_val_mse,fold_3_train_mse,fold_3_val_mse,fold_4_train_mse,fold_4_val_mse,train_mse_mean,train_mse_std,val_mse_mean,val_mse_std
reg:squarederror,8,0.8,0.015971345033500388,0.474914632101845,0.012770678745785908,0.4753987926578843,0.016437837060413345,0.4370159630786575,0.013279431598986846,0.4974237260629642,0.015405984543868413,0.4791627696699883,0.01477305539651098,0.0014729847010784406,0.47278317671426784,0.019690271702418646
reg:squarederror,8,0.9,0.01597054873379843,0.47265537280898207,0.012770296730016737,0.47195283351810685,0.016437747248835143,0.43642093185181746,0.01327940988997427,0.4871010386683521,0.015406683319211627,0.48227074950432297,0.01477293718436724,0.0014730032386938443,0.47008018527031625,0.01778427985469666
reg:squarederror,8,1.0,0.015971219079033074,0.4736088428732661,0.012770254708060005,0.4736296964764963,0.01643860057405426,0.43646412571476473,0.013278764912016216,0.48531934775723484,0.015405423834252214,0.4779230421208301,0.014772852621483154,0.0014733391485823354,0.46938901098851843,0.017008490713554245
reg:squarederror,10,0.8,0.015970025330397028,0.47307086365275275,0.01276996876540941,0.47209474888607716,0.01643735782264959,0.4364999659733538,0.013278208132218748,0.49017677722792585,0.015404555149802941,0.48275110272880456,0.014772023040095544,0.001472980012976877,0.47091869169378275,0.01844745751707113
reg:squarederror,10,0.9,0.015970099938095703,0.47054704104865,0.012769364477886113,0.48710089109583127,0.016436918712337354,0.42864358676503744,0.013278598514711408,0.49366815047469037,0.015404671017958749,0.4812544238831871,0.014771930532197866,0.001472987943188037,0.4722428186534793,0.023085860920114897
reg:squarederror,10,1.0,0.01596989329777178,0.47801464388903964,0.012769363291185576,0.4840964095814402,0.016437497156502563,0.4301707204479932,0.013277873177112752,0.48640821743980145,0.015405044795840666,0.4856562777591794,0.014771934343682666,0.0014732646451682783,0.47286925382349076,0.021552263615193853
reg:squarederror,12,0.8,0.015968776594768544,0.4785104817349604,0.012768401568256881,0.48546576872003033,0.016435624834757964,0.4345239026021208,0.013277501144796268,0.49537291601369404,0.015403798189986368,0.49507386837443834,0.014770820466513204,0.0014728894940810612,0.47778938748904876,0.02253567280145084
reg:squarederror,12,0.9,0.015969425060514963,0.4849355696271631,0.012768079092780348,0.48799505646323904,0.016435915479289603,0.432466006875336,0.013277337381822093,0.4888984666357576,0.015404284590279935,0.49521934082265767,0.01477100832093739,0.0014732233862050884,0.47790288808483067,0.022963374879972416
reg:squarederror,12,1.0,0.01596966172446321,0.48238863232064977,0.01276842589112457,0.4782514108918503,0.01643668087257131,0.43842859871859097,0.013278147024835103,0.48474408395386226,0.015404766974955037,0.49933765510188066,0.014771536497589846,0.0014732179000633465,0.47663007619736675,0.0203794692666671
reg:linear,8,0.8,0.015971345033500388,0.474914632101845,0.012770678745785908,0.4753987926578843,0.016437837060413345,0.4370159630786575,0.013279431598986846,0.4974237260629642,0.015405984543868413,0.4791627696699883,0.01477305539651098,0.0014729847010784406,0.47278317671426784,0.019690271702418646
reg:linear,8,0.9,0.01597054873379843,0.47265537280898207,0.012770296730016737,0.47195283351810685,0.016437747248835143,0.43642093185181746,0.01327940988997427,0.4871010386683521,0.015406683319211627,0.48227074950432297,0.01477293718436724,0.0014730032386938443,0.47008018527031625,0.01778427985469666
reg:linear,8,1.0,0.015971219079033074,0.4736088428732661,0.012770254708060005,0.4736296964764963,0.01643860057405426,0.43646412571476473,0.013278764912016216,0.48531934775723484,0.015405423834252214,0.4779230421208301,0.014772852621483154,0.0014733391485823354,0.46938901098851843,0.017008490713554245
reg:linear,10,0.8,0.015970025330397028,0.47307086365275275,0.01276996876540941,0.47209474888607716,0.01643735782264959,0.4364999659733538,0.013278208132218748,0.49017677722792585,0.015404555149802941,0.48275110272880456,0.014772023040095544,0.001472980012976877,0.47091869169378275,0.01844745751707113
reg:linear,10,0.9,0.015970099938095703,0.47054704104865,0.012769364477886113,0.48710089109583127,0.016436918712337354,0.42864358676503744,0.013278598514711408,0.49366815047469037,0.015404671017958749,0.4812544238831871,0.014771930532197866,0.001472987943188037,0.4722428186534793,0.023085860920114897
reg:linear,10,1.0,0.01596989329777178,0.47801464388903964,0.012769363291185576,0.4840964095814402,0.016437497156502563,0.4301707204479932,0.013277873177112752,0.48640821743980145,0.015405044795840666,0.4856562777591794,0.014771934343682666,0.0014732646451682783,0.47286925382349076,0.021552263615193853
reg:linear,12,0.8,0.015968776594768544,0.4785104817349604,0.012768401568256881,0.48546576872003033,0.016435624834757964,0.4345239026021208,0.013277501144796268,0.49537291601369404,0.015403798189986368,0.49507386837443834,0.014770820466513204,0.0014728894940810612,0.47778938748904876,0.02253567280145084
reg:linear,12,0.9,0.015969425060514963,0.4849355696271631,0.012768079092780348,0.48799505646323904,0.016435915479289603,0.432466006875336,0.013277337381822093,0.4888984666357576,0.015404284590279935,0.49521934082265767,0.01477100832093739,0.0014732233862050884,0.47790288808483067,0.022963374879972416
reg:linear,12,1.0,0.01596966172446321,0.48238863232064977,0.01276842589112457,0.4782514108918503,0.01643668087257131,0.43842859871859097,0.013278147024835103,0.48474408395386226,0.015404766974955037,0.49933765510188066,0.014771536497589846,0.0014732179000633465,0.47663007619736675,0.0203794692666671
