objective,max_depth,colsample_bytree,fold_0_train_mse,fold_0_val_mse,fold_1_train_mse,fold_1_val_mse,fold_2_train_mse,fold_2_val_mse,fold_3_train_mse,fold_3_val_mse,fold_4_train_mse,fold_4_val_mse,train_mse_mean,train_mse_std,val_mse_mean,val_mse_std
reg:squarederror,8,0.8,0.0003881897567893551,0.529606100797739,0.00028740392270436646,0.5050992813576526,0.0003946631703427364,0.49643943762445647,0.000498898682442891,0.515279328136625,0.0004102042559472783,0.5177612958628243,0.00039587195764532546,6.729890456436412e-05,0.5128370887558594,0.011315199862529084
reg:squarederror,8,0.9,0.0003882266399493079,0.5274001908229291,0.00028815435433017565,0.5086789059459227,0.00039426758669448256,0.4855569651334965,0.0004973099341811819,0.5225286233483479,0.0004100683788153214,0.5170976007322304,0.00039560537879409385,6.656568648949121e-05,0.5122524571965854,0.0147237794448698
reg:squarederror,8,1.0,0.00038826497806348256,0.5293884688401722,0.0002874315062438883,0.4983906888495245,0.00039348411230354525,0.48990582689343826,0.0004973835514398804,0.533630560079984,0.00040935935922455747,0.514979315378778,0.0003951847014550708,6.679378940380202e-05,0.5132589720083793,0.016997394393079308
reg:squarederror,10,0.8,0.0003875289593272909,0.5226897684151449,0.0002865192379355837,0.5009231271688279,0.00039267624522380687,0.49036220122292673,0.0004962281852590254,0.5293534853078036,0.0004086792888812175,0.5205631795110092,0.00039432638332538496,6.672524508921556e-05,0.5127783523251425,0.014673819750563586
reg:squarederror,10,0.9,0.0003877073090518066,0.5216974338480088,0.0002866590685934285,0.5015850430293249,0.0003924771624844983,0.4809886221504888,0.0004963317187064584,0.5234375297585686,0.0004088394139730181,0.5129521238314396,0.000394402934561842,6.671606947036536e-05,0.5081321505235661,0.015627792147129824
reg:squarederror,10,1.0,0.0003863818205563456,0.516119140004965,0.00028658428124699595,0.506189663142133,0.00039276891189729746,0.48972469102260985,0.0004962792010418456,0.534310182580264,0.00040886048250227645,0.5088268260999321,0.00039417493944895224,6.67523853627442e-05,0.5110341005699808,0.0144918265904669
reg:squarederror,12,0.8,0.00038673247548086246,0.5344204362950923,0.0002860602667420639,0.4946927842904506,0.0003930030068454922,0.4762978505355225,0.0004953157648494718,0.5237614794280625,0.00040789129202604686,0.5147592631878776,0.0003938005611887874,6.657694833164117e-05,0.5087863627474011,0.020838271355289113
reg:squarederror,12,0.9,0.00038572294803953627,0.531220401916884,0.0002857352846092859,0.5122578342862164,0.0003927205014829449,0.48924840382590373,0.0004956489963556692,0.5299707860142683,0.00040830458633404063,0.5150288745806217,0.0003936264633642954,6.682490150603365e-05,0.5155452601247789,0.015207921233810243
reg:squarederror,12,1.0,0.000386568896950132,0.5210655412025365,0.00028601376745943986,0.5144471779070774,0.0003927612114518241,0.4736552760947946,0.0004960043065204962,0.5302933275860392,0.0004081317725185584,0.5226746135181548,0.0003938959909800901,6.681663529656563e-05,0.5124271872617204,0.020030832890918147
reg:linear,8,0.8,0.0003881897567893551,0.529606100797739,0.00028740392270436646,0.5050992813576526,0.0003946631703427364,0.49643943762445647,0.000498898682442891,0.515279328136625,0.0004102042559472783,0.5177612958628243,0.00039587195764532546,6.729890456436412e-05,0.5128370887558594,0.011315199862529084
reg:linear,8,0.9,0.0003882266399493079,0.5274001908229291,0.00028815435433017565,0.5086789059459227,0.00039426758669448256,0.4855569651334965,0.0004973099341811819,0.5225286233483479,0.0004100683788153214,0.5170976007322304,0.00039560537879409385,6.656568648949121e-05,0.5122524571965854,0.0147237794448698
reg:linear,8,1.0,0.00038826497806348256,0.5293884688401722,0.0002874315062438883,0.4983906888495245,0.00039348411230354525,0.48990582689343826,0.0004973835514398804,0.533630560079984,0.00040935935922455747,0.514979315378778,0.0003951847014550708,6.679378940380202e-05,0.5132589720083793,0.016997394393079308
reg:linear,10,0.8,0.0003875289593272909,0.5226897684151449,0.0002865192379355837,0.5009231271688279,0.00039267624522380687,0.49036220122292673,0.0004962281852590254,0.5293534853078036,0.0004086792888812175,0.5205631795110092,0.00039432638332538496,6.672524508921556e-05,0.5127783523251425,0.014673819750563586
reg:linear,10,0.9,0.0003877073090518066,0.5216974338480088,0.0002866590685934285,0.5015850430293249,0.0003924771624844983,0.4809886221504888,0.0004963317187064584,0.5234375297585686,0.0004088394139730181,0.5129521238314396,0.000394402934561842,6.671606947036536e-05,0.5081321505235661,0.015627792147129824
reg:linear,10,1.0,0.0003863818205563456,0.516119140004965,0.00028658428124699595,0.506189663142133,0.00039276891189729746,0.48972469102260985,0.0004962792010418456,0.534310182580264,0.00040886048250227645,0.5088268260999321,0.00039417493944895224,6.67523853627442e-05,0.5110341005699808,0.0144918265904669
reg:linear,12,0.8,0.00038673247548086246,0.5344204362950923,0.0002860602667420639,0.4946927842904506,0.0003930030068454922,0.4762978505355225,0.0004953157648494718,0.5237614794280625,0.00040789129202604686,0.5147592631878776,0.0003938005611887874,6.657694833164117e-05,0.5087863627474011,0.020838271355289113
reg:linear,12,0.9,0.00038572294803953627,0.531220401916884,0.0002857352846092859,0.5122578342862164,0.0003927205014829449,0.48924840382590373,0.0004956489963556692,0.5299707860142683,0.00040830458633404063,0.5150288745806217,0.0003936264633642954,6.682490150603365e-05,0.5155452601247789,0.015207921233810243
reg:linear,12,1.0,0.000386568896950132,0.5210655412025365,0.00028601376745943986,0.5144471779070774,0.0003927612114518241,0.4736552760947946,0.0004960043065204962,0.5302933275860392,0.0004081317725185584,0.5226746135181548,0.0003938959909800901,6.681663529656563e-05,0.5124271872617204,0.020030832890918147
