n_estimators,learning_rate,fold_0_train_mse,fold_0_val_mse,fold_1_train_mse,fold_1_val_mse,fold_2_train_mse,fold_2_val_mse,fold_3_train_mse,fold_3_val_mse,fold_4_train_mse,fold_4_val_mse,train_mse_mean,train_mse_std,val_mse_mean,val_mse_std
1750,0.01,0.4317753545698316,0.4409093212807655,0.43332247980046185,0.44129416716564107,0.4317902561929421,0.45484461802487,0.43109325247163544,0.4473233647983423,0.43593873706516817,0.43254511856060907,0.4327840160200078,0.0017381510870522433,0.4433833179660455,0.007414002226823397
1750,0.05,0.3098075767223153,0.34626854941964474,0.3112910554197669,0.3428500514762719,0.3090724230283704,0.35234561208274634,0.310000334097427,0.35190054667790105,0.3140124236110362,0.3327235205120543,0.31083676257578313,0.0017414324654070024,0.3452176560337237,0.007187240575933329
1750,0.1,0.2538695155648755,0.31216588191786393,0.25307878868051475,0.30847070388074377,0.2548188197677024,0.3190911147874878,0.25152726985493445,0.31650483989809897,0.25616648374073997,0.29758298830271435,0.25389217552175347,0.001567548268704888,0.31076310575738175,0.0075267739276195155
1750,0.2,0.195950666216715,0.29035596492768295,0.19603984400501728,0.28418955854533456,0.1962823149049701,0.2938120886161185,0.19420386323244443,0.2953053872242195,0.1982277138732489,0.27470891465075853,0.19614088044647915,0.0012785384593595175,0.28767438279282287,0.0075278404384003916
2000,0.01,0.42045666763661244,0.4312930546757413,0.42245128758780065,0.43123732576405455,0.4207577792860957,0.44489457824389667,0.41984756613695595,0.43703136042283697,0.42541376883278936,0.4227858587863762,0.4217854138960508,0.0020092387001696744,0.43344843557858115,0.007308580568786691
2000,0.05,0.2993857723598307,0.33956793445459255,0.3006652687784009,0.33583721728014326,0.29895732665969904,0.3453582071111385,0.2993054095201118,0.3453382614175263,0.3032107547238091,0.3254446343962131,0.30030490640837026,0.0015641987135862636,0.3383092509319227,0.007379544224677492
2000,0.1,0.24264934594534637,0.3066268341272014,0.24246421934280027,0.30301322501574157,0.24428469767707453,0.3137190088031378,0.24062906936581835,0.3114439198450268,0.24510740275146847,0.2922190602367488,0.24302694701650163,0.0015568747554418954,0.3054044096055713,0.0075719715686245175
2000,0.2,0.18497675526298404,0.2864054411864333,0.1851717188696581,0.2802457946906743,0.18520511647813517,0.2897368650479461,0.18313792627533254,0.2917800542492017,0.1865930152923212,0.27111962237271625,0.18501690643568622,0.001102332762592698,0.2838575555093944,0.007471596150244454
2250,0.01,0.41103512980176676,0.423348874518592,0.4133658103975345,0.42274538892510205,0.4108129793711347,0.43620035861007117,0.41059142632825,0.4287299492343033,0.41608834895495284,0.4143916675842492,0.4123787389707278,0.002106508554042699,0.4250832477744636,0.007206554050617889
2250,0.05,0.29043235870340833,0.3339274968696296,0.29101283990968047,0.3295557728453334,0.28953325501509974,0.33867004555444746,0.289927684335984,0.3395623843819231,0.29383938558793,0.31957354437949037,0.2909491047104205,0.0015279229105775378,0.3322578488061648,0.007286330009801816
2250,0.1,0.23314114089670906,0.3024231390040709,0.23304080388007437,0.2988473526227134,0.23453141206124073,0.30864555274217975,0.23119723847717524,0.30724482042085527,0.23547005522322567,0.28766099077839685,0.233476130107685,0.0014549523103804937,0.30096437111364327,0.0075104499745931195
2250,0.2,0.17504792372949177,0.28327144162806694,0.17562924850215186,0.2776493013395735,0.1754618011443394,0.28681130773540875,0.1734891183728985,0.28878736729981913,0.17636481991869077,0.2686747044850329,0.17519858233351446,0.0009549693863019587,0.2810388244975802,0.007248536244840331
